ID,name_of_politician,verified,severity_of_harassment,type_of_account
1903,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1904,Chrystia Freeland,No,Name-calling/Gender insults,Suspended/deleted
1905,Chrystia Freeland,No,Questioning Authority,Suspended/deleted
1906,Chrystia Freeland,No,Neutral,Anonymous
1907,Chrystia Freeland,No,Questioning Authority,Anonymous
1908,Chrystia Freeland,No,Questioning Authority,Anonymous
1909,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1910,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1911,Chrystia Freeland,No,Hate speech,Anonymous
1912,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1913,Chrystia Freeland,No,Questioning Authority,Anonymous
1914,Chrystia Freeland,No,Neutral,Spammers
1915,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1916,Chrystia Freeland,No,Vicious language,Anonymous
1917,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1918,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1919,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1920,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1921,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1922,Chrystia Freeland,No,Questioning Authority,Anonymous
1923,Chrystia Freeland,Yes,Hate speech,Spammers
1924,Chrystia Freeland,Yes,Credible threats,Spammers
1925,Chrystia Freeland,No,Neutral,Spammers
1926,Chrystia Freeland,No,Neutral,Spammers
1927,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1928,Chrystia Freeland,No,Vicious language,Spammers
1929,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1930,Chrystia Freeland,No,Questioning Authority,Personal
1931,Chrystia Freeland,No,Questioning Authority,Personal
1932,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1933,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1934,Chrystia Freeland,No,Vicious language,Anonymous
1935,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1936,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1937,Chrystia Freeland,No,Vicious language,Anonymous
1938,Chrystia Freeland,No,Questioning Authority,Anonymous
1939,Chrystia Freeland,No,Questioning Authority,Personal
1940,Chrystia Freeland,No,Questioning Authority,Personal
1941,Chrystia Freeland,No,Questioning Authority,Anonymous
1942,Chrystia Freeland,Yes,Hate speech,Anonymous
1943,Chrystia Freeland,No,Neutral,Anonymous
1944,Chrystia Freeland,No,Neutral,Anonymous
1945,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1946,Chrystia Freeland,No,Name-calling/Gender insults,Personal
1947,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1948,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1949,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1950,Chrystia Freeland,Yes,Questioning Authority,Spammers
1951,Chrystia Freeland,No,Questioning Authority,Anonymous
1952,Chrystia Freeland,No,Questioning Authority,Anonymous
1953,Chrystia Freeland,No,Neutral,Suspended/deleted
1954,Chrystia Freeland,No,Questioning Authority,Anonymous
1955,Chrystia Freeland,No,Questioning Authority,Spammers
1956,Chrystia Freeland,No,Questioning Authority,Spammers
1957,Chrystia Freeland,No,Questioning Authority,Anonymous
1958,Chrystia Freeland,Yes,Neutral,Anonymous
1959,Chrystia Freeland,No,Questioning Authority,Spammers
1960,Chrystia Freeland,No,Questioning Authority,Anonymous
1961,Chrystia Freeland,No,Questioning Authority,Anonymous
1962,Chrystia Freeland,No,Neutral,Anonymous
1963,Chrystia Freeland,No,Questioning Authority,Anonymous
1964,Chrystia Freeland,No,Neutral,Suspended/deleted
1965,Chrystia Freeland,No,Vicious language,Spammers
1966,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1967,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1968,Chrystia Freeland,No,Vicious language,Spammers
1969,Chrystia Freeland,No,Neutral,Anonymous
1970,Chrystia Freeland,No,Vicious language,Anonymous
1971,Chrystia Freeland,No,Vicious language,Anonymous
1972,Chrystia Freeland,No,Neutral,Anonymous
1973,Chrystia Freeland,No,Questioning Authority,Suspended/deleted
1974,Chrystia Freeland,Yes,Neutral,Professional
1975,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1976,Chrystia Freeland,No,Neutral,Anonymous
1977,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1978,Chrystia Freeland,No,Questioning Authority,Spammers
1979,Chrystia Freeland,No,Neutral,Spammers
1980,Chrystia Freeland,No,Questioning Authority,Spammers
1981,Chrystia Freeland,No,Neutral,Spammers
1982,Chrystia Freeland,No,Questioning Authority,Anonymous
1983,Chrystia Freeland,No,Questioning Authority,Anonymous
1984,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1985,Chrystia Freeland,No,Questioning Authority,Anonymous
1986,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
1987,Chrystia Freeland,No,Neutral,Anonymous
1988,Chrystia Freeland,No,Questioning Authority,Anonymous
1989,Chrystia Freeland,No,Questioning Authority,Spammers
1990,Chrystia Freeland,No,Neutral,Anonymous
1991,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
1992,Chrystia Freeland,No,Questioning Authority,Spammers
1993,Chrystia Freeland,No,Questioning Authority,Spammers
1994,Chrystia Freeland,No,Neutral,Anonymous
1995,Chrystia Freeland,No,Questioning Authority,Anonymous
1996,Chrystia Freeland,No,Questioning Authority,Anonymous
1997,Chrystia Freeland,No,Questioning Authority,Anonymous
1998,Chrystia Freeland,No,Questioning Authority,Suspended/deleted
1999,Chrystia Freeland,No,Questioning Authority,Anonymous
2000,Chrystia Freeland,No,Neutral,Anonymous
2001,Chrystia Freeland,No,Vicious language,Anonymous
2002,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2003,Chrystia Freeland,No,Questioning Authority,Spammers
2004,Chrystia Freeland,No,Questioning Authority,Spammers
2005,Chrystia Freeland,No,Neutral,Personal
2006,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2007,Chrystia Freeland,No,Questioning Authority,Spammers
2008,Chrystia Freeland,No,Questioning Authority,Anonymous
2009,Chrystia Freeland,No,Questioning Authority,Anonymous
2010,Chrystia Freeland,No,Questioning Authority,Spammers
2011,Chrystia Freeland,No,Vicious language,Personal
2012,Chrystia Freeland,No,Neutral,Anonymous
2013,Chrystia Freeland,No,Questioning Authority,Anonymous
2014,Chrystia Freeland,No,Name-calling/Gender insults,Personal
2015,Chrystia Freeland,No,Questioning Authority,Anonymous
2016,Chrystia Freeland,No,Questioning Authority,Suspended/deleted
2017,Chrystia Freeland,No,Questioning Authority,Anonymous
2018,Chrystia Freeland,No,Questioning Authority,Anonymous
2019,Chrystia Freeland,No,Neutral,Anonymous
2020,Chrystia Freeland,No,Questioning Authority,Anonymous
2021,Chrystia Freeland,No,Questioning Authority,Anonymous
2022,Chrystia Freeland,Yes,Questioning Authority,Spammers
2023,Chrystia Freeland,No,Neutral,Spammers
2024,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2025,Chrystia Freeland,No,Vicious language,Anonymous
2026,Chrystia Freeland,No,Questioning Authority,Spammers
2027,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2028,Chrystia Freeland,No,Vicious language,Spammers
2029,Chrystia Freeland,No,Questioning Authority,Anonymous
2030,Chrystia Freeland,No,Neutral,Anonymous
2031,Chrystia Freeland,Yes,Questioning Authority,Personal
2032,Chrystia Freeland,No,Name-calling/Gender insults,Suspended/deleted
2033,Chrystia Freeland,No,Vicious language,Spammers
2034,Chrystia Freeland,No,Questioning Authority,Spammers
2035,Chrystia Freeland,No,Questioning Authority,Anonymous
2036,Chrystia Freeland,No,Questioning Authority,Spammers
2037,Chrystia Freeland,No,Questioning Authority,Anonymous
2038,Chrystia Freeland,Yes,Questioning Authority,Personal
2039,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2040,Chrystia Freeland,No,Questioning Authority,Spammers
2041,Chrystia Freeland,No,Vicious language,Spammers
2042,Chrystia Freeland,No,Questioning Authority,Anonymous
2043,Chrystia Freeland,No,Questioning Authority,Anonymous
2044,Chrystia Freeland,No,Questioning Authority,Anonymous
2045,Chrystia Freeland,No,Questioning Authority,Anonymous
2046,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2047,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2048,Chrystia Freeland,No,Questioning Authority,Anonymous
2049,Chrystia Freeland,No,Questioning Authority,Spammers
2050,Chrystia Freeland,No,Vicious language,Anonymous
2051,Chrystia Freeland,No,Questioning Authority,Anonymous
2052,Chrystia Freeland,No,Questioning Authority,Professional
2053,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2054,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2055,Chrystia Freeland,No,Neutral,Personal
2056,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2057,Chrystia Freeland,No,Questioning Authority,Anonymous
2058,Chrystia Freeland,No,Vicious language,Anonymous
2059,Chrystia Freeland,No,Questioning Authority,Spammers
2060,Chrystia Freeland,No,Questioning Authority,Spammers
2061,Chrystia Freeland,No,Vicious language,Spammers
2062,Chrystia Freeland,No,Vicious language,Anonymous
2063,Chrystia Freeland,No,Questioning Authority,Personal
2064,Chrystia Freeland,Yes,Name-calling/Gender insults,Personal
2065,Chrystia Freeland,No,Questioning Authority,Personal
2066,Chrystia Freeland,No,Neutral,Spammers
2067,Chrystia Freeland,Yes,Neutral,Spammers
2068,Chrystia Freeland,No,Neutral,Personal
2069,Chrystia Freeland,No,Questioning Authority,Personal
2070,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2071,Chrystia Freeland,No,Questioning Authority,Spammers
2072,Chrystia Freeland,No,Questioning Authority,Anonymous
2073,Chrystia Freeland,No,Questioning Authority,Anonymous
2074,Chrystia Freeland,No,Questioning Authority,Spammers
2075,Chrystia Freeland,No,Questioning Authority,Spammers
2076,Chrystia Freeland,No,Name-calling/Gender insults,Personal
2077,Chrystia Freeland,No,Name-calling/Gender insults,Personal
2078,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2079,Chrystia Freeland,No,Questioning Authority,Anonymous
2080,Chrystia Freeland,No,Vicious language,Anonymous
2081,Chrystia Freeland,No,Neutral,Anonymous
2082,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2083,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2084,Chrystia Freeland,No,Name-calling/Gender insults,Personal
2085,Chrystia Freeland,No,Questioning Authority,Spammers
2086,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2087,Chrystia Freeland,No,Questioning Authority,Spammers
2088,Chrystia Freeland,No,Questioning Authority,Spammers
2089,Chrystia Freeland,No,Neutral,Spammers
2090,Chrystia Freeland,No,Neutral,Spammers
2091,Chrystia Freeland,No,Neutral,Anonymous
2092,Chrystia Freeland,No,Questioning Authority,Anonymous
2093,Chrystia Freeland,No,Neutral,Anonymous
2094,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2095,Chrystia Freeland,No,Vicious language,Spammers
2096,Chrystia Freeland,No,Credible threats,Spammers
2097,Chrystia Freeland,No,Neutral,Spammers
2098,Chrystia Freeland,No,Questioning Authority,Spammers
2099,Chrystia Freeland,No,Neutral,Spammers
2100,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2101,Chrystia Freeland,No,Neutral,Spammers
2102,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2103,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2104,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2105,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2106,Chrystia Freeland,Yes,Questioning Authority,Spammers
2107,Chrystia Freeland,No,Questioning Authority,Anonymous
2108,Chrystia Freeland,No,Vicious language,Anonymous
2109,Chrystia Freeland,No,Name-calling/Gender insults,Professional
2110,Chrystia Freeland,No,Questioning Authority,Personal
2111,Chrystia Freeland,No,Neutral,Spammers
2112,Chrystia Freeland,No,Questioning Authority,Anonymous
2113,Chrystia Freeland,No,Questioning Authority,Anonymous
2114,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2115,Chrystia Freeland,No,Neutral,Personal
2116,Chrystia Freeland,No,Vicious language,Spammers
2117,Chrystia Freeland,No,Questioning Authority,Anonymous
2118,Chrystia Freeland,No,Name-calling/Gender insults,Personal
2119,Chrystia Freeland,No,Questioning Authority,Personal
2120,Chrystia Freeland,No,Questioning Authority,Anonymous
2121,Chrystia Freeland,No,Questioning Authority,Anonymous
2122,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2123,Chrystia Freeland,Yes,Neutral,Suspended/deleted
2124,Chrystia Freeland,No,Questioning Authority,Personal
2125,Chrystia Freeland,No,Questioning Authority,Anonymous
2126,Chrystia Freeland,No,Questioning Authority,Spammers
2127,Chrystia Freeland,No,Vicious language,Personal
2128,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2129,Chrystia Freeland,No,Questioning Authority,Personal
2130,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2131,Chrystia Freeland,No,Name-calling/Gender insults,Personal
2132,Chrystia Freeland,No,Questioning Authority,Anonymous
2133,Chrystia Freeland,No,Questioning Authority,Spammers
2134,Chrystia Freeland,No,Questioning Authority,Personal
2135,Chrystia Freeland,No,Questioning Authority,Spammers
2136,Chrystia Freeland,No,Questioning Authority,Anonymous
2137,Chrystia Freeland,No,Questioning Authority,Anonymous
2138,Chrystia Freeland,No,Neutral,Anonymous
2139,Chrystia Freeland,No,Questioning Authority,Professional
2140,Chrystia Freeland,No,Name-calling/Gender insults,Personal
2141,Chrystia Freeland,No,Vicious language,Anonymous
2142,Chrystia Freeland,No,Questioning Authority,Spammers
2143,Chrystia Freeland,No,Questioning Authority,Spammers
2144,Chrystia Freeland,No,Questioning Authority,Anonymous
2145,Chrystia Freeland,No,Vicious language,Spammers
2146,Chrystia Freeland,No,Questioning Authority,Personal
2147,Chrystia Freeland,No,Questioning Authority,Anonymous
2148,Chrystia Freeland,No,Neutral,Spammers
2149,Chrystia Freeland,Yes,Neutral,Spammers
2150,Chrystia Freeland,Yes,Questioning Authority,Spammers
2151,Chrystia Freeland,No,Questioning Authority,Spammers
2152,Chrystia Freeland,No,Questioning Authority,Personal
2153,Chrystia Freeland,No,Vicious language,Anonymous
2154,Chrystia Freeland,No,Questioning Authority,Spammers
2155,Chrystia Freeland,No,Questioning Authority,Anonymous
2156,Chrystia Freeland,No,Questioning Authority,Spammers
2157,Chrystia Freeland,No,Questioning Authority,Spammers
2158,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2159,Chrystia Freeland,Yes,Vicious language,Personal
2160,Chrystia Freeland,No,Questioning Authority,Spammers
2161,Chrystia Freeland,No,Questioning Authority,Spammers
2162,Chrystia Freeland,No,Neutral,Anonymous
2163,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
2164,Chrystia Freeland,No,Questioning Authority,Personal
2165,Chrystia Freeland,No,Questioning Authority,Anonymous
2166,Chrystia Freeland,No,Questioning Authority,Anonymous
2167,Chrystia Freeland,No,Questioning Authority,Anonymous
2168,Chrystia Freeland,No,Questioning Authority,Spammers
2169,Chrystia Freeland,No,Questioning Authority,Spammers
2170,Chrystia Freeland,No,Questioning Authority,Spammers
2171,Chrystia Freeland,No,Questioning Authority,Spammers
2172,Chrystia Freeland,No,Neutral,Spammers
2173,Chrystia Freeland,No,Questioning Authority,Spammers
2174,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2175,Chrystia Freeland,No,Questioning Authority,Anonymous
2176,Chrystia Freeland,No,Questioning Authority,Spammers
2177,Chrystia Freeland,No,Questioning Authority,Spammers
2178,Chrystia Freeland,Yes,Questioning Authority,Spammers
2179,Chrystia Freeland,No,Questioning Authority,Anonymous
2180,Chrystia Freeland,No,Questioning Authority,Spammers
2181,Chrystia Freeland,No,Questioning Authority,Anonymous
2182,Chrystia Freeland,No,Questioning Authority,Spammers
2183,Chrystia Freeland,No,Neutral,Spammers
2184,Chrystia Freeland,No,Questioning Authority,Personal
2185,Chrystia Freeland,No,Questioning Authority,Personal
2186,Chrystia Freeland,No,Neutral,Spammers
2187,Chrystia Freeland,No,Questioning Authority,Anonymous
2188,Chrystia Freeland,No,Questioning Authority,Spammers
2189,Chrystia Freeland,No,Questioning Authority,Spammers
2190,Chrystia Freeland,No,Questioning Authority,Anonymous
2191,Chrystia Freeland,No,Questioning Authority,Anonymous
2192,Chrystia Freeland,No,Neutral,Spammers
2193,Chrystia Freeland,No,Questioning Authority,Personal
2194,Chrystia Freeland,No,Neutral,Anonymous
2195,Chrystia Freeland,No,Questioning Authority,Anonymous
2196,Chrystia Freeland,No,Questioning Authority,Spammers
2197,Chrystia Freeland,No,Questioning Authority,Personal
2198,Chrystia Freeland,No,Name-calling/Gender insults,Personal
2199,Chrystia Freeland,No,Questioning Authority,Personal
2200,Chrystia Freeland,No,Questioning Authority,Anonymous
2201,Chrystia Freeland,No,Questioning Authority,Spammers
2202,Chrystia Freeland,No,Questioning Authority,Personal
2203,Chrystia Freeland,No,Neutral,Spammers
2204,Chrystia Freeland,No,Vicious language,Personal
2205,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2206,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2207,Chrystia Freeland,No,Questioning Authority,Spammers
2208,Chrystia Freeland,Yes,Neutral,Spammers
2209,Chrystia Freeland,Yes,Questioning Authority,Spammers
2210,Chrystia Freeland,No,Questioning Authority,Anonymous
2211,Chrystia Freeland,No,Questioning Authority,Anonymous
2212,Chrystia Freeland,No,Questioning Authority,Anonymous
2213,Chrystia Freeland,No,Questioning Authority,Spammers
2214,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2215,Chrystia Freeland,No,Questioning Authority,Personal
2216,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2217,Chrystia Freeland,No,Neutral,Spammers
2218,Chrystia Freeland,No,Hate speech,Spammers
2219,Chrystia Freeland,No,Questioning Authority,Anonymous
2220,Chrystia Freeland,No,Questioning Authority,Spammers
2221,Chrystia Freeland,No,Vicious language,Spammers
2222,Chrystia Freeland,No,Questioning Authority,Anonymous
2223,Chrystia Freeland,No,Neutral,Personal
2224,Chrystia Freeland,No,Questioning Authority,Anonymous
2225,Chrystia Freeland,No,Questioning Authority,Spammers
2226,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2227,Chrystia Freeland,No,Neutral,Anonymous
2228,Chrystia Freeland,No,Questioning Authority,Anonymous
2229,Chrystia Freeland,No,Neutral,Spammers
2230,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2231,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2232,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2233,Chrystia Freeland,No,Questioning Authority,Spammers
2234,Chrystia Freeland,No,Questioning Authority,Anonymous
2235,Chrystia Freeland,No,Questioning Authority,Anonymous
2236,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2237,Chrystia Freeland,No,Questioning Authority,Spammers
2238,Chrystia Freeland,No,Questioning Authority,Anonymous
2239,Chrystia Freeland,No,Questioning Authority,Spammers
2240,Chrystia Freeland,No,Questioning Authority,Anonymous
2241,Chrystia Freeland,No,Questioning Authority,Anonymous
2242,Chrystia Freeland,Yes,Questioning Authority,Spammers
2243,Chrystia Freeland,No,Neutral,Anonymous
2244,Chrystia Freeland,No,Questioning Authority,Anonymous
2245,Chrystia Freeland,No,Questioning Authority,Personal
2246,Chrystia Freeland,No,Questioning Authority,Personal
2247,Chrystia Freeland,No,Questioning Authority,Anonymous
2248,Chrystia Freeland,No,Questioning Authority,Anonymous
2249,Chrystia Freeland,No,Questioning Authority,Anonymous
2250,Chrystia Freeland,No,Neutral,Anonymous
2251,Chrystia Freeland,No,Vicious language,Anonymous
2252,Chrystia Freeland,No,Questioning Authority,Anonymous
2253,Chrystia Freeland,No,Questioning Authority,Anonymous
2254,Chrystia Freeland,No,Credible threats,Anonymous
2255,Chrystia Freeland,Yes,Neutral,Spammers
2256,Chrystia Freeland,No,Questioning Authority,Anonymous
2257,Chrystia Freeland,No,Questioning Authority,Personal
2258,Chrystia Freeland,No,Questioning Authority,Anonymous
2259,Chrystia Freeland,No,Questioning Authority,Personal
2260,Chrystia Freeland,No,Neutral,Spammers
2261,Chrystia Freeland,No,Questioning Authority,Spammers
2262,Chrystia Freeland,No,Neutral,Anonymous
2263,Chrystia Freeland,No,Neutral,Anonymous
2264,Chrystia Freeland,No,Neutral,Anonymous
2265,Chrystia Freeland,No,Neutral,Spammers
2266,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2267,Chrystia Freeland,No,Questioning Authority,Personal
2268,Chrystia Freeland,Yes,Name-calling/Gender insults,Professional
2269,Chrystia Freeland,No,Questioning Authority,Personal
2270,Chrystia Freeland,No,Neutral,Spammers
2271,Chrystia Freeland,No,Questioning Authority,Personal
2272,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2273,Chrystia Freeland,No,Questioning Authority,Personal
2274,Chrystia Freeland,No,Neutral,Personal
2275,Chrystia Freeland,No,Questioning Authority,Personal
2276,Chrystia Freeland,No,Neutral,Anonymous
2277,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2278,Chrystia Freeland,No,Vicious language,Spammers
2279,Chrystia Freeland,No,Neutral,Personal
2280,Chrystia Freeland,No,Questioning Authority,Anonymous
2281,Chrystia Freeland,No,Questioning Authority,Anonymous
2282,Chrystia Freeland,No,Neutral,Suspended/deleted
2283,Chrystia Freeland,No,Name-calling/Gender insults,Suspended/deleted
2284,Chrystia Freeland,No,Neutral,Personal
2285,Chrystia Freeland,No,Neutral,Personal
2286,Chrystia Freeland,No,Neutral,Personal
2287,Chrystia Freeland,No,Questioning Authority,Spammers
2288,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2289,Chrystia Freeland,No,Questioning Authority,Spammers
2290,Chrystia Freeland,No,Questioning Authority,Anonymous
2291,Chrystia Freeland,No,Questioning Authority,Personal
2292,Chrystia Freeland,No,Questioning Authority,Personal
2293,Chrystia Freeland,No,Neutral,Spammers
2294,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2295,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2296,Chrystia Freeland,No,Questioning Authority,Personal
2297,Chrystia Freeland,No,Questioning Authority,Anonymous
2298,Chrystia Freeland,No,Questioning Authority,Spammers
2299,Chrystia Freeland,No,Questioning Authority,Spammers
2300,Chrystia Freeland,No,Neutral,Personal
2301,Chrystia Freeland,No,Neutral,Anonymous
2302,Chrystia Freeland,No,Questioning Authority,Anonymous
2303,Chrystia Freeland,No,Name-calling/Gender insults,Personal
2304,Chrystia Freeland,No,Questioning Authority,Personal
2305,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2306,Chrystia Freeland,No,Questioning Authority,Personal
2307,Chrystia Freeland,No,Questioning Authority,Anonymous
2308,Chrystia Freeland,No,Questioning Authority,Personal
2309,Chrystia Freeland,No,Questioning Authority,Spammers
2310,Chrystia Freeland,Yes,Vicious language,Anonymous
2311,Chrystia Freeland,No,Questioning Authority,Spammers
2312,Chrystia Freeland,No,Neutral,Personal
2313,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2314,Chrystia Freeland,No,Questioning Authority,Spammers
2315,Chrystia Freeland,Yes,Neutral,Spammers
2316,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2317,Chrystia Freeland,No,Neutral,Spammers
2318,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2319,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2320,Chrystia Freeland,No,Questioning Authority,Anonymous
2321,Chrystia Freeland,No,Questioning Authority,Anonymous
2322,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2323,Chrystia Freeland,No,Questioning Authority,Spammers
2324,Chrystia Freeland,No,Neutral,Anonymous
2325,Chrystia Freeland,No,Neutral,Spammers
2326,Chrystia Freeland,Yes,Questioning Authority,Anonymous
2327,Chrystia Freeland,No,Neutral,Anonymous
2328,Chrystia Freeland,No,Neutral,Personal
2329,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2330,Chrystia Freeland,No,Questioning Authority,Spammers
2331,Chrystia Freeland,No,Questioning Authority,Spammers
2332,Chrystia Freeland,No,Questioning Authority,Anonymous
2333,Chrystia Freeland,No,Neutral,Spammers
2334,Chrystia Freeland,Yes,Questioning Authority,Professional
2335,Chrystia Freeland,No,Questioning Authority,Anonymous
2336,Chrystia Freeland,No,Vicious language,Anonymous
2337,Chrystia Freeland,No,Neutral,Spammers
2338,Chrystia Freeland,No,Questioning Authority,Anonymous
2339,Chrystia Freeland,No,Name-calling/Gender insults,Personal
2340,Chrystia Freeland,No,Neutral,Personal
2341,Chrystia Freeland,No,Neutral,Anonymous
2342,Chrystia Freeland,No,Neutral,Anonymous
2343,Chrystia Freeland,No,Questioning Authority,Spammers
2344,Chrystia Freeland,No,Questioning Authority,Personal
2345,Chrystia Freeland,No,Questioning Authority,Anonymous
2346,Chrystia Freeland,No,Neutral,Spammers
2347,Chrystia Freeland,No,Questioning Authority,Personal
2348,Chrystia Freeland,No,Questioning Authority,Anonymous
2349,Chrystia Freeland,No,Questioning Authority,Anonymous
2350,Chrystia Freeland,No,Questioning Authority,Spammers
2351,Chrystia Freeland,No,Questioning Authority,Anonymous
2352,Chrystia Freeland,No,Questioning Authority,Anonymous
2353,Chrystia Freeland,No,Hate speech,Spammers
2354,Chrystia Freeland,No,Hate speech,Spammers
2355,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2356,Chrystia Freeland,No,Questioning Authority,Spammers
2357,Chrystia Freeland,No,Questioning Authority,Spammers
2358,Chrystia Freeland,No,Neutral,Spammers
2359,Chrystia Freeland,No,Questioning Authority,Spammers
2360,Chrystia Freeland,No,Vicious language,Spammers
2361,Chrystia Freeland,No,Name-calling/Gender insults,Personal
2362,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2363,Chrystia Freeland,No,Questioning Authority,Spammers
2364,Chrystia Freeland,No,Neutral,Suspended/deleted
2365,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2366,Chrystia Freeland,No,Questioning Authority,Spammers
2367,Chrystia Freeland,No,Questioning Authority,Spammers
2368,Chrystia Freeland,No,Questioning Authority,Anonymous
2369,Chrystia Freeland,No,Questioning Authority,Personal
2370,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2371,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2372,Chrystia Freeland,No,Questioning Authority,Anonymous
2373,Chrystia Freeland,No,Questioning Authority,Spammers
2374,Chrystia Freeland,No,Neutral,Spammers
2375,Chrystia Freeland,No,Neutral,Spammers
2376,Chrystia Freeland,No,Questioning Authority,Spammers
2377,Chrystia Freeland,No,Questioning Authority,Spammers
2378,Chrystia Freeland,Yes,Questioning Authority,Professional
2379,Chrystia Freeland,No,Questioning Authority,Anonymous
2380,Chrystia Freeland,No,Neutral,Spammers
2381,Chrystia Freeland,No,Questioning Authority,Spammers
2382,Chrystia Freeland,No,Questioning Authority,Personal
2383,Chrystia Freeland,No,Questioning Authority,Anonymous
2384,Chrystia Freeland,No,Questioning Authority,Spammers
2385,Chrystia Freeland,No,Vicious language,Spammers
2386,Chrystia Freeland,No,Questioning Authority,Spammers
2387,Chrystia Freeland,No,Questioning Authority,Personal
2388,Chrystia Freeland,No,Questioning Authority,Spammers
2389,Chrystia Freeland,No,Name-calling/Gender insults,Spammers
2390,Chrystia Freeland,No,Hate speech,Spammers
2391,Chrystia Freeland,Yes,Questioning Authority,Spammers
