ID,name_of_politician,verified,severity_of_harassment,type_of_account
2392,Chrystia Freeland,No,Vicious language,Spammers
2393,Chrystia Freeland,No,Vicious language,Spammers
2394,Chrystia Freeland,No,Questioning Authority,Spammers
2395,Chrystia Freeland,No,Questioning Authority,Spammers
2396,Chrystia Freeland,No,Questioning Authority,Spammers
2397,Chrystia Freeland,No,Questioning Authority,Spammers
2398,Chrystia Freeland,No,Neutral,Spammers
2399,Chrystia Freeland,No,Name-calling/Gender insults,Anonymous
2400,Chrystia Freeland,Yes,Name-calling/Gender insults,Spammers
2401,Elizabeth May,Yes,Questioning Authority,Personal
2402,Elizabeth May,No,Positive,Personal
2403,Elizabeth May,No,Neutral,Anonymous
2404,Elizabeth May,No,Neutral,Anonymous
2405,Elizabeth May,No,Neutral,Personal
2406,Elizabeth May,No,Name-calling/Gender insults,Personal
2407,Elizabeth May,No,Positive,Personal
2408,Elizabeth May,No,Questioning Authority,Anonymous
2409,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2410,Elizabeth May,No,Positive,Personal
2411,Elizabeth May,No,Questioning Authority,Anonymous
2412,Elizabeth May,No,Neutral,Personal
2413,Elizabeth May,No,Neutral,Anonymous
2414,Elizabeth May,No,Neutral,Personal
2415,Elizabeth May,No,Questioning Authority,Personal
2416,Elizabeth May,No,Questioning Authority,Personal
2417,Elizabeth May,No,Questioning Authority,Anonymous
2418,Elizabeth May,No,Questioning Authority,Spammers
2419,Elizabeth May,No,Questioning Authority,Personal
2420,Elizabeth May,No,Questioning Authority,Spammers
2421,Elizabeth May,No,Name-calling/Gender insults,Spammers
2422,Elizabeth May,No,Questioning Authority,Personal
2423,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2424,Elizabeth May,No,Questioning Authority,Anonymous
2425,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2426,Elizabeth May,No,Questioning Authority,Anonymous
2427,Elizabeth May,No,Questioning Authority,Personal
2428,Elizabeth May,No,Questioning Authority,Personal
2429,Elizabeth May,No,Questioning Authority,Spammers
2430,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2431,Elizabeth May,No,Questioning Authority,Anonymous
2432,Elizabeth May,No,Name-calling/Gender insults,Personal
2433,Elizabeth May,No,Questioning Authority,Spammers
2434,Elizabeth May,No,Questioning Authority,Spammers
2435,Elizabeth May,No,Questioning Authority,Spammers
2436,Elizabeth May,Yes,Neutral,Spammers
2437,Elizabeth May,No,Questioning Authority,Spammers
2438,Elizabeth May,Yes,Name-calling/Gender insults,Spammers
2439,Elizabeth May,Yes,Questioning Authority,Spammers
2440,Elizabeth May,No,Questioning Authority,Spammers
2441,Elizabeth May,No,Questioning Authority,Spammers
2442,Elizabeth May,No,Questioning Authority,Spammers
2443,Elizabeth May,Yes,Questioning Authority,Spammers
2444,Elizabeth May,No,Name-calling/Gender insults,Spammers
2445,Elizabeth May,No,Neutral,Spammers
2446,Elizabeth May,No,Questioning Authority,Anonymous
2447,Elizabeth May,No,Questioning Authority,Anonymous
2448,Elizabeth May,No,Questioning Authority,Personal
2449,Elizabeth May,No,Questioning Authority,Spammers
2450,Elizabeth May,No,Questioning Authority,Spammers
2451,Elizabeth May,No,Questioning Authority,Spammers
2452,Elizabeth May,No,Questioning Authority,Spammers
2453,Elizabeth May,No,Questioning Authority,Anonymous
2454,Elizabeth May,No,Questioning Authority,Spammers
2455,Elizabeth May,No,Vicious language,Spammers
2456,Elizabeth May,No,Questioning Authority,Personal
2457,Elizabeth May,No,Questioning Authority,Anonymous
2458,Elizabeth May,No,Questioning Authority,Spammers
2459,Elizabeth May,No,Questioning Authority,Spammers
2460,Elizabeth May,No,Questioning Authority,Spammers
2461,Elizabeth May,No,Questioning Authority,Personal
2462,Elizabeth May,No,Questioning Authority,Anonymous
2463,Elizabeth May,No,Questioning Authority,Personal
2464,Elizabeth May,No,Questioning Authority,Anonymous
2465,Elizabeth May,No,Questioning Authority,Anonymous
2466,Elizabeth May,No,Questioning Authority,Anonymous
2467,Elizabeth May,No,Questioning Authority,Anonymous
2468,Elizabeth May,No,Questioning Authority,Anonymous
2469,Elizabeth May,No,Questioning Authority,Personal
2470,Elizabeth May,No,Neutral,Personal
2471,Elizabeth May,No,Questioning Authority,Spammers
2472,Elizabeth May,No,Questioning Authority,Anonymous
2473,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2474,Elizabeth May,No,Questioning Authority,Anonymous
2475,Elizabeth May,No,Questioning Authority,Spammers
2476,Elizabeth May,No,Name-calling/Gender insults,Personal
2477,Elizabeth May,No,Name-calling/Gender insults,Spammers
2478,Elizabeth May,No,Questioning Authority,Spammers
2479,Elizabeth May,No,Questioning Authority,Personal
2480,Elizabeth May,No,Questioning Authority,Spammers
2481,Elizabeth May,No,Questioning Authority,Spammers
2482,Elizabeth May,No,Questioning Authority,Anonymous
2483,Elizabeth May,No,Questioning Authority,Anonymous
2484,Elizabeth May,No,Questioning Authority,Personal
2485,Elizabeth May,No,Questioning Authority,Anonymous
2486,Elizabeth May,No,Questioning Authority,Anonymous
2487,Elizabeth May,No,Questioning Authority,Spammers
2488,Elizabeth May,No,Vicious language,Spammers
2489,Elizabeth May,No,Questioning Authority,Personal
2490,Elizabeth May,No,Name-calling/Gender insults,Spammers
2491,Elizabeth May,No,Questioning Authority,Spammers
2492,Elizabeth May,No,Questioning Authority,Spammers
2493,Elizabeth May,No,Name-calling/Gender insults,Spammers
2494,Elizabeth May,No,Questioning Authority,Spammers
2495,Elizabeth May,No,Questioning Authority,Spammers
2496,Elizabeth May,No,Questioning Authority,Spammers
2497,Elizabeth May,No,Neutral,Personal
2498,Elizabeth May,No,Questioning Authority,Spammers
2499,Elizabeth May,No,Questioning Authority,Spammers
2500,Elizabeth May,No,Questioning Authority,Anonymous
2501,Elizabeth May,No,Questioning Authority,Spammers
2502,Elizabeth May,No,Questioning Authority,Spammers
2503,Elizabeth May,No,Questioning Authority,Personal
2504,Elizabeth May,No,Questioning Authority,Spammers
2505,Elizabeth May,No,Questioning Authority,Spammers
2506,Elizabeth May,No,Questioning Authority,Spammers
2507,Elizabeth May,No,Name-calling/Gender insults,Spammers
2508,Elizabeth May,No,Questioning Authority,Spammers
2509,Elizabeth May,No,Questioning Authority,Spammers
2510,Elizabeth May,No,Questioning Authority,Spammers
2511,Elizabeth May,No,Name-calling/Gender insults,Spammers
2512,Elizabeth May,Yes,Name-calling/Gender insults,Spammers
2513,Elizabeth May,Yes,Questioning Authority,Anonymous
2514,Elizabeth May,Yes,Questioning Authority,Spammers
2515,Elizabeth May,Yes,Questioning Authority,Personal
2516,Elizabeth May,No,Questioning Authority,Personal
2517,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2518,Elizabeth May,No,Name-calling/Gender insults,Spammers
2519,Elizabeth May,No,Name-calling/Gender insults,Spammers
2520,Elizabeth May,No,Questioning Authority,Spammers
2521,Elizabeth May,No,Name-calling/Gender insults,Bots
2522,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2523,Elizabeth May,No,Questioning Authority,Personal
2524,Elizabeth May,No,Questioning Authority,Anonymous
2525,Elizabeth May,No,Questioning Authority,Personal
2526,Elizabeth May,No,Questioning Authority,Anonymous
2527,Elizabeth May,No,Questioning Authority,Spammers
2528,Elizabeth May,No,Questioning Authority,Anonymous
2529,Elizabeth May,No,Questioning Authority,Spammers
2530,Elizabeth May,No,Questioning Authority,Spammers
2531,Elizabeth May,No,Questioning Authority,Anonymous
2532,Elizabeth May,No,Questioning Authority,Anonymous
2533,Elizabeth May,No,Vicious language,Spammers
2534,Elizabeth May,No,Questioning Authority,Spammers
2535,Elizabeth May,No,Questioning Authority,Spammers
2536,Elizabeth May,No,Questioning Authority,Spammers
2537,Elizabeth May,No,Questioning Authority,Anonymous
2538,Elizabeth May,No,Questioning Authority,Spammers
2539,Elizabeth May,No,Questioning Authority,Spammers
2540,Elizabeth May,No,Questioning Authority,Spammers
2541,Elizabeth May,No,Questioning Authority,Anonymous
2542,Elizabeth May,No,Questioning Authority,Anonymous
2543,Elizabeth May,No,Neutral,Anonymous
2544,Elizabeth May,No,Questioning Authority,Spammers
2545,Elizabeth May,No,Questioning Authority,Anonymous
2546,Elizabeth May,No,Questioning Authority,Spammers
2547,Elizabeth May,No,Name-calling/Gender insults,Spammers
2548,Elizabeth May,No,Questioning Authority,Spammers
2549,Elizabeth May,No,Questioning Authority,Spammers
2550,Elizabeth May,No,Questioning Authority,Spammers
2551,Elizabeth May,No,Name-calling/Gender insults,Spammers
2552,Elizabeth May,No,Questioning Authority,Spammers
2553,Elizabeth May,No,Questioning Authority,Spammers
2554,Elizabeth May,No,Name-calling/Gender insults,Spammers
2555,Elizabeth May,No,Questioning Authority,Spammers
2556,Elizabeth May,No,Questioning Authority,Personal
2557,Elizabeth May,No,Questioning Authority,Spammers
2558,Elizabeth May,No,Questioning Authority,Spammers
2559,Elizabeth May,No,Name-calling/Gender insults,Spammers
2560,Elizabeth May,No,Questioning Authority,Anonymous
2561,Elizabeth May,No,Name-calling/Gender insults,Spammers
2562,Elizabeth May,No,Questioning Authority,Anonymous
2563,Elizabeth May,No,Name-calling/Gender insults,Spammers
2564,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2565,Elizabeth May,No,Name-calling/Gender insults,Spammers
2566,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2567,Elizabeth May,No,Name-calling/Gender insults,Spammers
2568,Elizabeth May,No,Questioning Authority,Spammers
2569,Elizabeth May,No,Name-calling/Gender insults,Spammers
2570,Elizabeth May,No,Questioning Authority,Spammers
2571,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2572,Elizabeth May,No,Name-calling/Gender insults,Spammers
2573,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2574,Elizabeth May,No,Questioning Authority,Spammers
2575,Elizabeth May,No,Name-calling/Gender insults,Spammers
2576,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2577,Elizabeth May,No,Questioning Authority,Spammers
2578,Elizabeth May,No,Questioning Authority,Spammers
2579,Elizabeth May,No,Neutral,Personal
2580,Elizabeth May,No,Neutral,Anonymous
2581,Elizabeth May,No,Questioning Authority,Professional
2582,Elizabeth May,No,Questioning Authority,Spammers
2583,Elizabeth May,No,Questioning Authority,Spammers
2584,Elizabeth May,No,Neutral,Spammers
2585,Elizabeth May,No,Questioning Authority,Spammers
2586,Elizabeth May,No,Questioning Authority,Spammers
2587,Elizabeth May,No,Questioning Authority,Spammers
2588,Elizabeth May,No,Neutral,Personal
2589,Elizabeth May,No,Questioning Authority,Suspended/deleted
2590,Elizabeth May,Yes,Questioning Authority,Personal
2591,Elizabeth May,No,Questioning Authority,Anonymous
2592,Elizabeth May,No,Name-calling/Gender insults,Personal
2593,Elizabeth May,No,Questioning Authority,Anonymous
2594,Elizabeth May,No,Name-calling/Gender insults,Personal
2595,Elizabeth May,No,Questioning Authority,Spammers
2596,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2597,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2598,Elizabeth May,No,Questioning Authority,Spammers
2599,Elizabeth May,No,Questioning Authority,Spammers
2600,Elizabeth May,No,Name-calling/Gender insults,Spammers
2601,Elizabeth May,No,Questioning Authority,Anonymous
2602,Elizabeth May,No,Questioning Authority,Anonymous
2603,Elizabeth May,No,Questioning Authority,Spammers
2604,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2605,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2606,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2607,Elizabeth May,No,Name-calling/Gender insults,Spammers
2608,Elizabeth May,No,Questioning Authority,Spammers
2609,Elizabeth May,No,Name-calling/Gender insults,Spammers
2610,Elizabeth May,No,Questioning Authority,Spammers
2611,Elizabeth May,No,Name-calling/Gender insults,Spammers
2612,Elizabeth May,Yes,Name-calling/Gender insults,Anonymous
2613,Elizabeth May,Yes,Questioning Authority,Spammers
2614,Elizabeth May,Yes,Questioning Authority,Spammers
2615,Elizabeth May,Yes,Name-calling/Gender insults,Spammers
2616,Elizabeth May,No,Questioning Authority,Spammers
2617,Elizabeth May,Yes,Name-calling/Gender insults,Spammers
2618,Elizabeth May,Yes,Name-calling/Gender insults,Spammers
2619,Elizabeth May,No,Questioning Authority,Spammers
2620,Elizabeth May,No,Questioning Authority,Spammers
2621,Elizabeth May,No,Name-calling/Gender insults,Personal
2622,Elizabeth May,No,Questioning Authority,Spammers
2623,Elizabeth May,No,Questioning Authority,Spammers
2624,Elizabeth May,No,Name-calling/Gender insults,Spammers
2625,Elizabeth May,No,Questioning Authority,Anonymous
2626,Elizabeth May,No,Questioning Authority,Spammers
2627,Elizabeth May,No,Questioning Authority,Spammers
2628,Elizabeth May,No,Name-calling/Gender insults,Spammers
2629,Elizabeth May,No,Questioning Authority,Anonymous
2630,Elizabeth May,No,Questioning Authority,Spammers
2631,Elizabeth May,No,Questioning Authority,Personal
2632,Elizabeth May,No,Questioning Authority,Anonymous
2633,Elizabeth May,No,Questioning Authority,Anonymous
2634,Elizabeth May,No,Questioning Authority,Spammers
2635,Elizabeth May,No,Questioning Authority,Spammers
2636,Elizabeth May,No,Questioning Authority,Personal
2637,Elizabeth May,No,Questioning Authority,Spammers
2638,Elizabeth May,No,Questioning Authority,Spammers
2639,Elizabeth May,No,Questioning Authority,Anonymous
2640,Elizabeth May,No,Questioning Authority,Spammers
2641,Elizabeth May,No,Neutral,Spammers
2642,Elizabeth May,No,Questioning Authority,Spammers
2643,Elizabeth May,No,Questioning Authority,Spammers
2644,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2645,Elizabeth May,No,Questioning Authority,Spammers
2646,Elizabeth May,No,Questioning Authority,Spammers
2647,Elizabeth May,No,Questioning Authority,Spammers
2648,Elizabeth May,No,Questioning Authority,Spammers
2649,Elizabeth May,No,Questioning Authority,Suspended/deleted
2650,Elizabeth May,Yes,Name-calling/Gender insults,Anonymous
2651,Elizabeth May,Yes,Name-calling/Gender insults,Spammers
2652,Elizabeth May,Yes,Questioning Authority,Spammers
2653,Elizabeth May,No,Name-calling/Gender insults,Spammers
2654,Elizabeth May,No,Name-calling/Gender insults,Spammers
2655,Elizabeth May,No,Name-calling/Gender insults,Spammers
2656,Elizabeth May,No,Questioning Authority,Spammers
2657,Elizabeth May,No,Name-calling/Gender insults,Spammers
2658,Elizabeth May,No,Questioning Authority,Spammers
2659,Elizabeth May,No,Neutral,Personal
2660,Elizabeth May,No,Vicious language,Spammers
2661,Elizabeth May,No,Questioning Authority,Spammers
2662,Elizabeth May,No,Name-calling/Gender insults,Spammers
2663,Elizabeth May,No,Questioning Authority,Spammers
2664,Elizabeth May,No,Name-calling/Gender insults,Spammers
2665,Elizabeth May,No,Questioning Authority,Personal
2666,Elizabeth May,No,Questioning Authority,Anonymous
2667,Elizabeth May,No,Questioning Authority,Spammers
2668,Elizabeth May,No,Questioning Authority,Personal
2669,Elizabeth May,No,Questioning Authority,Anonymous
2670,Elizabeth May,No,Questioning Authority,Anonymous
2671,Elizabeth May,No,Questioning Authority,Spammers
2672,Elizabeth May,No,Questioning Authority,Anonymous
2673,Elizabeth May,No,Name-calling/Gender insults,Spammers
2674,Elizabeth May,No,Questioning Authority,Spammers
2675,Elizabeth May,No,Questioning Authority,Personal
2676,Elizabeth May,No,Questioning Authority,Spammers
2677,Elizabeth May,No,Questioning Authority,Anonymous
2678,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2679,Elizabeth May,No,Questioning Authority,Spammers
2680,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2681,Elizabeth May,No,Name-calling/Gender insults,Spammers
2682,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2683,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2684,Elizabeth May,No,Questioning Authority,Spammers
2685,Elizabeth May,No,Questioning Authority,Spammers
2686,Elizabeth May,No,Name-calling/Gender insults,Spammers
2687,Elizabeth May,No,Name-calling/Gender insults,Spammers
2688,Elizabeth May,No,Questioning Authority,Spammers
2689,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2690,Elizabeth May,No,Questioning Authority,Spammers
2691,Elizabeth May,No,Name-calling/Gender insults,Spammers
2692,Elizabeth May,No,Questioning Authority,Anonymous
2693,Elizabeth May,No,Name-calling/Gender insults,Spammers
2694,Elizabeth May,No,Vicious language,Spammers
2695,Elizabeth May,No,Questioning Authority,Bots
2696,Elizabeth May,No,Name-calling/Gender insults,Spammers
2697,Elizabeth May,No,Vicious language,Personal
2698,Elizabeth May,No,Name-calling/Gender insults,Spammers
2699,Elizabeth May,No,Name-calling/Gender insults,Spammers
2700,Elizabeth May,No,Name-calling/Gender insults,Spammers
2701,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2702,Elizabeth May,No,Questioning Authority,Spammers
2703,Elizabeth May,No,Questioning Authority,Spammers
2704,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2705,Elizabeth May,No,Name-calling/Gender insults,Spammers
2706,Elizabeth May,No,Name-calling/Gender insults,Anonymous
2707,Elizabeth May,No,Questioning Authority,Spammers
2708,Elizabeth May,No,Questioning Authority,Spammers
2709,Elizabeth May,No,Vicious language,Spammers
2710,Elizabeth May,No,Name-calling/Gender insults,Spammers
2711,Elizabeth May,Yes,Neutral,Personal
2712,Elizabeth May,Yes,Questioning Authority,Personal
2713,Elizabeth May,Yes,Name-calling/Gender insults,Anonymous
2714,Elizabeth May,Yes,Questioning Authority,Spammers
2715,Elizabeth May,Yes,Name-calling/Gender insults,Anonymous
2716,Elizabeth May,Yes,Questioning Authority,Spammers
2717,Elizabeth May,No,Questioning Authority,Spammers
2718,Elizabeth May,Yes,Name-calling/Gender insults,Spammers
2719,Elizabeth May,Yes,Questioning Authority,Anonymous
